flow_id,policy_id,claim_id,flow_type,payment_method,flow_status,transaction_date,processing_date,amount,processed_amount,currency,customer_document,bank_name,city,state,created_at
FLOW-0000002893,POL-00000176,CLM-00000306,REFUND,BANK_SLIP,PROCESSED,2024-10-02,2024-10-02,19855.59,19855.59,BRL,319.652.407-80,Viana Lopes S.A.,Costa,RR,2026-05-25 01:16:38
FLOW-0000002894,POL-00000209,CLM-00000048,REINSURANCE,BANK_SLIP,PROCESSED,2025-06-12,2025-06-15,21577.7,21577.7,BRL,138.459.067-66,Rezende e Filhos,Farias,SC,2026-05-25 01:16:38
FLOW-0000002895,POL-00000028,CLM-00000105,REINSURANCE,CREDIT_CARD,PENDING,2025-01-20,2025-01-21,16146.13,16146.13,BRL,534.872.601-07,da Cruz,Cavalcante do Campo,SP,2026-05-25 01:16:38
FLOW-0000002896,POL-00000260,CLM-00000378,PREMIUM_PAYMENT,BANK_TRANSFER,PENDING,2026-04-26,2026-04-29,17293.14,17293.14,BRL,102.734.958-79,Vasconcelos,Ramos,PR,2026-05-25 01:16:38
FLOW-0000002897,POL-00000294,CLM-00000187,COMMISSION,PIX,FAILED,2024-07-04,2024-07-08,17703.3,0.0,BRL,675.124.039-25,Costela,Fonseca do Galho,MT,2026-05-25 01:16:38
FLOW-0000002898,POL-00000207,CLM-00000775,COMMISSION,BANK_TRANSFER,PROCESSED,2025-09-06,2025-09-11,24884.32,24884.32,BRL,867.902.513-59,Duarte,Câmara,TO,2026-05-25 01:16:38
FLOW-0000002899,POL-00000393,CLM-00000640,CANCELLATION,BANK_TRANSFER,CANCELLED,2024-11-27,2024-12-02,14341.05,14341.05,BRL,426.051.879-85,Pires,da Cunha de Minas,PA,2026-05-25 01:16:38
FLOW-0000002900,POL-00000426,CLM-00000566,CANCELLATION,BANK_TRANSFER,FAILED,2024-08-15,2024-08-18,21746.02,0.0,BRL,420.956.173-80,Barbosa,da Cruz,MA,2026-05-25 01:16:38
FLOW-0000002901,POL-00000046,CLM-00000911,CANCELLATION,BANK_TRANSFER,CANCELLED,2025-11-08,2025-11-12,18663.17,18663.17,BRL,409.273.156-61,Campos,Montenegro do Norte,BA,2026-05-25 01:16:38
FLOW-0000002902,POL-00000327,CLM-00000975,COMMISSION,BANK_TRANSFER,CANCELLED,2026-01-17,2026-01-19,3672.27,3672.27,BRL,264.753.908-10,Pereira Correia - EI,da Mata,PA,2026-05-25 01:16:38
FLOW-0000002903,POL-00000151,CLM-00000022,REINSURANCE,BANK_TRANSFER,PENDING,2025-06-18,2025-06-19,3715.95,3715.95,BRL,105.239.874-04,da Luz,Correia,RS,2026-05-25 01:16:38
FLOW-0000002904,POL-00000456,CLM-00000195,CLAIM_PAYMENT,PIX,PROCESSED,2026-04-02,2026-04-04,14258.56,14258.56,BRL,436.218.597-64,Campos,Novais da Praia,RR,2026-05-25 01:16:38
FLOW-0000002905,POL-00000400,CLM-00000145,CLAIM_PAYMENT,DEBIT,FAILED,2026-03-24,2026-03-25,20987.7,0.0,BRL,984.720.361-03,Machado Barbosa Ltda.,Novaes das Flores,RJ,2026-05-25 01:16:38
FLOW-0000002906,POL-00000319,CLM-00000717,PREMIUM_PAYMENT,PIX,CANCELLED,2024-08-13,2024-08-16,14119.68,14119.68,BRL,859.024.367-29,Ramos S.A.,Porto,MA,2026-05-25 01:16:38
FLOW-0000002907,POL-00000235,CLM-00000783,REFUND,DEBIT,PENDING,2024-12-12,2024-12-16,11850.79,11850.79,BRL,956.427.038-38,Aragão,Vargas,SP,2026-05-25 01:16:38
FLOW-0000002908,POL-00000159,CLM-00000576,CLAIM_PAYMENT,BANK_SLIP,PROCESSED,2024-08-06,2024-08-06,16066.3,16066.3,BRL,963.745.801-84,Novais e Filhos,Ramos da Serra,AC,2026-05-25 01:16:38
FLOW-0000002909,POL-00000333,CLM-00000250,COMMISSION,BANK_TRANSFER,FAILED,2024-11-30,2024-12-04,15187.94,0.0,BRL,734.015.298-97,Moreira S.A.,Montenegro,CE,2026-05-25 01:16:38
FLOW-0000002910,POL-00000429,CLM-00000839,REINSURANCE,CREDIT_CARD,PENDING,2026-01-25,2026-01-26,16448.62,16448.62,BRL,032.765.491-07,Melo Garcia - ME,Viana das Pedras,DF,2026-05-25 01:16:38
FLOW-0000002911,POL-00000073,CLM-00000924,REFUND,BANK_TRANSFER,PENDING,2024-08-30,2024-08-30,22436.41,22436.41,BRL,596.178.342-19,Ferreira,da Paz do Norte,PE,2026-05-25 01:16:38
FLOW-0000002912,POL-00000208,CLM-00000605,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2025-10-11,2025-10-15,10882.0,10882.0,BRL,276.149.308-78,Sousa,Cavalcanti de Aparecida,ES,2026-05-25 01:16:38
FLOW-0000002913,POL-00000048,CLM-00000803,REFUND,BANK_TRANSFER,FAILED,2024-08-16,2024-08-20,16930.03,0.0,BRL,072.591.483-14,Castro S.A.,Costa,PR,2026-05-25 01:16:38
FLOW-0000002914,POL-00000323,CLM-00000075,COMMISSION,BANK_SLIP,CANCELLED,2025-03-04,2025-03-07,14344.19,14344.19,BRL,368.152.904-33,Rezende S/A,Aragão do Amparo,GO,2026-05-25 01:16:38
FLOW-0000002915,POL-00000345,CLM-00000851,REFUND,BANK_SLIP,PENDING,2024-08-04,2024-08-04,14066.76,14066.76,BRL,609.734.125-34,Duarte da Conceição Ltda.,Gonçalves de Porto,MG,2026-05-25 01:16:38
FLOW-0000002916,POL-00000473,CLM-00000769,COMMISSION,PIX,FAILED,2026-03-01,2026-03-02,20190.45,0.0,BRL,796.102.538-30,Cassiano,Câmara,PB,2026-05-25 01:16:38
FLOW-0000002917,POL-00000278,CLM-00000153,COMMISSION,BANK_SLIP,CANCELLED,2025-11-04,2025-11-06,21090.53,21090.53,BRL,765.243.809-83,Caldeira,Viana,TO,2026-05-25 01:16:38
FLOW-0000002918,POL-00000321,CLM-00000921,COMMISSION,PIX,FAILED,2025-11-15,2025-11-19,19917.27,0.0,BRL,972.043.618-22,Farias Pimenta - ME,Siqueira,RJ,2026-05-25 01:16:38
FLOW-0000002919,POL-00000386,CLM-00000230,CLAIM_PAYMENT,PIX,CANCELLED,2024-07-08,2024-07-08,20821.62,20821.62,BRL,408.591.327-14,Camargo,das Neves do Amparo,PE,2026-05-25 01:16:38
FLOW-0000002920,POL-00000308,CLM-00000401,REINSURANCE,DEBIT,CANCELLED,2026-02-13,2026-02-13,16709.52,16709.52,BRL,429.618.370-22,Garcia,Pacheco de Vargas,PR,2026-05-25 01:16:38
FLOW-0000002921,POL-00000258,CLM-00000207,PREMIUM_PAYMENT,PIX,CANCELLED,2026-03-11,2026-03-11,24961.17,24961.17,BRL,138.694.075-57,Machado,Costela,MT,2026-05-25 01:16:38
FLOW-0000002922,POL-00000422,CLM-00000993,REINSURANCE,PIX,FAILED,2025-07-14,2025-07-14,16724.46,0.0,BRL,592.613.748-91,Cirino S.A.,Cirino das Flores,RR,2026-05-25 01:16:38
FLOW-0000002923,POL-00000314,CLM-00000664,REFUND,CREDIT_CARD,PENDING,2024-06-19,2024-06-19,23636.32,23636.32,BRL,923.670.451-43,Pacheco,Pinto,PB,2026-05-25 01:16:38
FLOW-0000002924,POL-00000440,CLM-00000756,REINSURANCE,CREDIT_CARD,PENDING,2025-02-23,2025-02-23,7361.21,7361.21,BRL,780.319.465-66,Rodrigues Santos e Filhos,da Mota de Goiás,RO,2026-05-25 01:16:38
FLOW-0000002925,POL-00000447,CLM-00000597,CLAIM_PAYMENT,DEBIT,PROCESSED,2025-01-06,2025-01-06,11355.77,11355.77,BRL,126.037.548-07,Vieira,Costa,SP,2026-05-25 01:16:38
FLOW-0000002926,POL-00000374,CLM-00000378,CLAIM_PAYMENT,BANK_SLIP,PENDING,2026-02-18,2026-02-23,10307.82,10307.82,BRL,638.470.291-69,Cavalcante,da Conceição,PI,2026-05-25 01:16:38
FLOW-0000002927,POL-00000226,CLM-00000454,PREMIUM_PAYMENT,BANK_TRANSFER,CANCELLED,2025-09-25,2025-09-30,7031.02,7031.02,BRL,631.875.049-57,Fonseca da Paz - EI,Silveira da Serra,AC,2026-05-25 01:16:38
FLOW-0000002928,POL-00000454,CLM-00000144,PREMIUM_PAYMENT,DEBIT,CANCELLED,2025-05-21,2025-05-23,9798.91,9798.91,BRL,864.207.935-56,da Costa Mendonça e Filhos,Moraes de Albuquerque,SP,2026-05-25 01:16:38
FLOW-0000002929,POL-00000177,CLM-00000020,REINSURANCE,BANK_TRANSFER,PROCESSED,2025-03-30,2025-04-02,16801.27,16801.27,BRL,275.683.904-38,Vieira,Moraes de Marques,PA,2026-05-25 01:16:38
FLOW-0000002930,POL-00000473,CLM-00000394,REFUND,PIX,CANCELLED,2024-10-01,2024-10-01,18659.28,18659.28,BRL,631.708.925-68,Costela,Vieira,PB,2026-05-25 01:16:38
FLOW-0000002931,POL-00000394,CLM-00000797,REINSURANCE,CREDIT_CARD,PENDING,2024-09-01,2024-09-02,14157.26,14157.26,BRL,625.830.497-47,Montenegro,Fogaça do Sul,SC,2026-05-25 01:16:38
FLOW-0000002932,POL-00000035,CLM-00000994,REINSURANCE,BANK_SLIP,FAILED,2025-01-25,2025-01-25,9962.11,0.0,BRL,501.673.824-62,Moraes e Filhos,Porto das Flores,MG,2026-05-25 01:16:38
FLOW-0000002933,POL-00000480,CLM-00000136,CLAIM_PAYMENT,CREDIT_CARD,PENDING,2025-06-01,2025-06-02,5106.53,5106.53,BRL,592.018.476-02,Pereira - EI,Castro da Prata,RN,2026-05-25 01:16:38
FLOW-0000002934,POL-00000177,CLM-00000938,CLAIM_PAYMENT,DEBIT,PROCESSED,2025-01-02,2025-01-04,17887.23,17887.23,BRL,970.458.326-56,Costela,Gomes,GO,2026-05-25 01:16:38
FLOW-0000002935,POL-00000006,CLM-00000210,PREMIUM_PAYMENT,BANK_SLIP,CANCELLED,2026-02-18,2026-02-18,11706.46,11706.46,BRL,890.352.476-47,da Paz,Mendes Grande,PE,2026-05-25 01:16:38
FLOW-0000002936,POL-00000001,CLM-00000389,REINSURANCE,PIX,PROCESSED,2025-11-20,2025-11-25,2586.33,2586.33,BRL,510.283.794-04,Silveira - EI,Cardoso,SC,2026-05-25 01:16:38
FLOW-0000002937,POL-00000068,CLM-00000479,CLAIM_PAYMENT,DEBIT,FAILED,2024-06-02,2024-06-03,18770.93,0.0,BRL,502.493.618-33,Souza,Carvalho de das Neves,ES,2026-05-25 01:16:38
FLOW-0000002938,POL-00000063,CLM-00000195,COMMISSION,BANK_SLIP,CANCELLED,2025-12-12,2025-12-16,14357.22,14357.22,BRL,462.738.519-64,Monteiro Leão - EI,da Mota,GO,2026-05-25 01:16:38
FLOW-0000002939,POL-00000158,CLM-00000271,CANCELLATION,BANK_TRANSFER,FAILED,2025-02-15,2025-02-18,1904.68,0.0,BRL,419.735.082-14,Silva S/A,Costela dos Dourados,PI,2026-05-25 01:16:38
FLOW-0000002940,POL-00000025,CLM-00000145,CLAIM_PAYMENT,DEBIT,FAILED,2024-12-23,2024-12-23,18163.37,0.0,BRL,721.894.056-02,Vieira Cardoso S/A,Macedo,MA,2026-05-25 01:16:38
FLOW-0000002941,POL-00000142,CLM-00000292,PREMIUM_PAYMENT,PIX,CANCELLED,2026-03-28,2026-03-30,12781.2,12781.2,BRL,920.873.516-86,Casa Grande Porto Ltda.,Vasconcelos do Galho,SP,2026-05-25 01:16:38
FLOW-0000002942,POL-00000426,CLM-00000105,CANCELLATION,DEBIT,FAILED,2024-11-10,2024-11-11,11320.88,0.0,BRL,526.904.813-24,Montenegro Sales S.A.,Albuquerque,RJ,2026-05-25 01:16:38
FLOW-0000002943,POL-00000380,CLM-00000810,CLAIM_PAYMENT,DEBIT,CANCELLED,2025-08-17,2025-08-20,13377.84,13377.84,BRL,190.635.248-89,Lopes,Machado,AL,2026-05-25 01:16:38
FLOW-0000002944,POL-00000008,CLM-00000854,CLAIM_PAYMENT,BANK_SLIP,PENDING,2025-10-27,2025-11-01,12859.1,12859.1,BRL,152.748.609-58,Aparecida,Barbosa da Praia,PA,2026-05-25 01:16:38
FLOW-0000002945,POL-00000053,CLM-00000644,REFUND,BANK_SLIP,PROCESSED,2024-07-27,2024-08-01,2352.1,2352.1,BRL,067.425.938-65,Alves e Filhos,Freitas do Galho,CE,2026-05-25 01:16:38
FLOW-0000002946,POL-00000294,CLM-00000560,REFUND,CREDIT_CARD,PROCESSED,2025-10-21,2025-10-23,13009.64,13009.64,BRL,280.146.957-20,Rocha,Pinto da Serra,TO,2026-05-25 01:16:38
FLOW-0000002947,POL-00000120,CLM-00000777,CANCELLATION,DEBIT,CANCELLED,2025-03-24,2025-03-29,20752.2,20752.2,BRL,473.085.129-32,Rocha Cassiano Ltda.,Pacheco,AP,2026-05-25 01:16:38
FLOW-0000002948,POL-00000449,CLM-00000118,REINSURANCE,BANK_TRANSFER,PROCESSED,2024-06-25,2024-06-26,21874.59,21874.59,BRL,514.283.069-51,Peixoto Cirino - EI,Machado de Melo,PB,2026-05-25 01:16:38
FLOW-0000002949,POL-00000015,CLM-00000347,COMMISSION,BANK_SLIP,CANCELLED,2025-10-04,2025-10-05,13610.62,13610.62,BRL,528.713.649-82,da Luz Ltda.,Brito,MT,2026-05-25 01:16:38
FLOW-0000002950,POL-00000253,CLM-00000805,CANCELLATION,BANK_TRANSFER,PENDING,2025-11-20,2025-11-24,18769.27,18769.27,BRL,634.128.509-42,da Rosa - EI,Rezende das Pedras,PE,2026-05-25 01:16:38
FLOW-0000002951,POL-00000349,CLM-00000950,REFUND,PIX,CANCELLED,2024-12-24,2024-12-28,17993.61,17993.61,BRL,107.483.256-62,Guerra,da Conceição,MS,2026-05-25 01:16:38
FLOW-0000002952,POL-00000441,CLM-00000961,PREMIUM_PAYMENT,DEBIT,CANCELLED,2024-12-27,2024-12-30,11984.12,11984.12,BRL,903.257.416-70,Moraes - EI,Castro de Leão,PE,2026-05-25 01:16:38
FLOW-0000002953,POL-00000441,CLM-00000812,REINSURANCE,PIX,PROCESSED,2024-12-25,2024-12-26,22512.8,22512.8,BRL,837.940.165-48,Vasconcelos - ME,Nogueira,AC,2026-05-25 01:16:38
FLOW-0000002954,POL-00000044,CLM-00000675,REFUND,BANK_SLIP,PROCESSED,2024-07-18,2024-07-20,19125.17,19125.17,BRL,356.018.479-75,Viana Casa Grande e Filhos,Nogueira,PE,2026-05-25 01:16:38
FLOW-0000002955,POL-00000346,CLM-00000164,COMMISSION,PIX,FAILED,2024-08-31,2024-09-01,5636.51,0.0,BRL,891.605.473-75,da Conceição e Filhos,Fonseca,SE,2026-05-25 01:16:38
FLOW-0000002956,POL-00000008,CLM-00000796,CANCELLATION,CREDIT_CARD,FAILED,2025-09-14,2025-09-17,16984.74,0.0,BRL,295.148.376-73,Oliveira,Costela,AC,2026-05-25 01:16:38
FLOW-0000002957,POL-00000208,CLM-00000584,PREMIUM_PAYMENT,BANK_SLIP,FAILED,2025-04-03,2025-04-07,24722.39,0.0,BRL,156.932.470-07,Silveira Gonçalves S/A,Porto da Praia,CE,2026-05-25 01:16:38
FLOW-0000002958,POL-00000038,CLM-00000585,CANCELLATION,BANK_SLIP,PROCESSED,2026-03-19,2026-03-24,1867.91,1867.91,BRL,549.061.873-66,Barbosa,Novais,MT,2026-05-25 01:16:38
FLOW-0000002959,POL-00000286,CLM-00000605,REFUND,BANK_TRANSFER,PENDING,2026-04-25,2026-04-27,14218.28,14218.28,BRL,071.854.293-23,Fernandes - EI,Porto das Pedras,ES,2026-05-25 01:16:38
FLOW-0000002960,POL-00000402,CLM-00000560,REFUND,PIX,FAILED,2026-01-16,2026-01-21,6749.51,0.0,BRL,908.147.256-94,Rodrigues,Dias do Sul,GO,2026-05-25 01:16:38
FLOW-0000002961,POL-00000409,CLM-00000035,PREMIUM_PAYMENT,BANK_TRANSFER,FAILED,2024-05-28,2024-05-29,3215.51,0.0,BRL,512.468.370-80,Barros,Fonseca,PI,2026-05-25 01:16:38
FLOW-0000002962,POL-00000500,CLM-00000737,CANCELLATION,BANK_TRANSFER,CANCELLED,2024-07-09,2024-07-14,18254.44,18254.44,BRL,726.498.053-74,Vasconcelos Moreira e Filhos,Sousa Verde,PB,2026-05-25 01:16:38
FLOW-0000002963,POL-00000332,CLM-00000134,REINSURANCE,CREDIT_CARD,FAILED,2024-11-06,2024-11-11,17300.59,0.0,BRL,057.812.934-50,Souza Castro e Filhos,Pimenta,PR,2026-05-25 01:16:38
FLOW-0000002964,POL-00000332,CLM-00000087,CANCELLATION,CREDIT_CARD,PENDING,2026-01-27,2026-01-31,8476.14,8476.14,BRL,549.862.301-15,Dias,Ramos,AC,2026-05-25 01:16:38
FLOW-0000002965,POL-00000493,CLM-00000830,REINSURANCE,PIX,CANCELLED,2025-12-19,2025-12-21,11324.0,11324.0,BRL,681.057.934-66,Machado,Aragão,SP,2026-05-25 01:16:38
FLOW-0000002966,POL-00000473,CLM-00000184,PREMIUM_PAYMENT,BANK_SLIP,FAILED,2024-06-24,2024-06-29,16388.08,0.0,BRL,729.350.864-65,Barros,da Costa da Mata,RO,2026-05-25 01:16:38
FLOW-0000002967,POL-00000101,CLM-00000553,REFUND,BANK_SLIP,CANCELLED,2024-10-11,2024-10-15,10071.25,10071.25,BRL,047.182.693-69,Pacheco Lopes - ME,Rios da Praia,MG,2026-05-25 01:16:38
FLOW-0000002968,POL-00000195,CLM-00000799,REFUND,PIX,FAILED,2026-03-28,2026-03-28,23350.91,0.0,BRL,164.973.028-40,Vieira Freitas Ltda.,Lopes do Norte,RS,2026-05-25 01:16:38
FLOW-0000002969,POL-00000254,CLM-00000626,CANCELLATION,BANK_TRANSFER,CANCELLED,2024-07-11,2024-07-15,1633.85,1633.85,BRL,152.804.937-32,Barros - ME,Pacheco Alegre,ES,2026-05-25 01:16:38
FLOW-0000002970,POL-00000259,CLM-00000510,CLAIM_PAYMENT,BANK_SLIP,CANCELLED,2024-12-15,2024-12-18,9642.64,9642.64,BRL,306.417.285-90,Ribeiro Ltda.,Ramos,AC,2026-05-25 01:16:38
FLOW-0000002971,POL-00000253,CLM-00000768,REINSURANCE,PIX,PROCESSED,2026-01-14,2026-01-15,8036.9,8036.9,BRL,762.108.943-13,Cunha e Filhos,Siqueira,SC,2026-05-25 01:16:38
FLOW-0000002972,POL-00000205,CLM-00000659,CANCELLATION,BANK_SLIP,PENDING,2025-09-18,2025-09-23,13326.91,13326.91,BRL,406.531.728-26,Silva Nogueira S/A,Dias do Norte,AC,2026-05-25 01:16:38
FLOW-0000002973,POL-00000027,CLM-00000713,CLAIM_PAYMENT,CREDIT_CARD,FAILED,2024-07-26,2024-07-31,15648.74,0.0,BRL,724.615.809-01,da Conceição,Dias de Minas,AC,2026-05-25 01:16:38
FLOW-0000002974,POL-00000196,CLM-00000746,COMMISSION,BANK_TRANSFER,CANCELLED,2024-11-28,2024-11-28,16606.07,16606.07,BRL,190.254.867-11,Pastor,Peixoto Alegre,PE,2026-05-25 01:16:38
FLOW-0000002975,POL-00000016,CLM-00000690,REINSURANCE,PIX,PENDING,2025-09-11,2025-09-13,17156.03,17156.03,BRL,913.865.427-09,Duarte S.A.,da Rosa,RO,2026-05-25 01:16:38
FLOW-0000002976,POL-00000399,CLM-00000765,REINSURANCE,CREDIT_CARD,PROCESSED,2025-09-10,2025-09-11,7025.95,7025.95,BRL,839.456.102-06,Camargo,Porto de Moreira,PA,2026-05-25 01:16:38
FLOW-0000002977,POL-00000236,CLM-00000608,CLAIM_PAYMENT,DEBIT,CANCELLED,2026-04-30,2026-05-02,6744.64,6744.64,BRL,192.805.463-33,da Luz,Vieira de Leão,MG,2026-05-25 01:16:38
FLOW-0000002978,POL-00000096,CLM-00000654,REINSURANCE,BANK_SLIP,FAILED,2025-01-02,2025-01-03,3551.84,0.0,BRL,905.683.412-60,Lima,Dias de Aragão,AP,2026-05-25 01:16:38
FLOW-0000002979,POL-00000405,CLM-00000401,CANCELLATION,BANK_SLIP,FAILED,2026-05-13,2026-05-18,23793.41,0.0,BRL,293.608.147-50,Almeida,Novaes,SE,2026-05-25 01:16:38
FLOW-0000002980,POL-00000175,CLM-00000415,REINSURANCE,BANK_SLIP,PENDING,2025-04-16,2025-04-17,13677.24,13677.24,BRL,957.301.428-97,da Conceição - ME,Duarte,PA,2026-05-25 01:16:38
FLOW-0000002981,POL-00000096,CLM-00000546,CANCELLATION,CREDIT_CARD,FAILED,2025-11-06,2025-11-08,2036.19,0.0,BRL,568.092.174-01,Mendonça,Santos,AP,2026-05-25 01:16:38
FLOW-0000002982,POL-00000468,CLM-00000968,REFUND,CREDIT_CARD,PROCESSED,2024-07-28,2024-08-02,24735.06,24735.06,BRL,624.875.310-53,Aragão Novais S.A.,Correia,RS,2026-05-25 01:16:38
FLOW-0000002983,POL-00000207,CLM-00000969,REINSURANCE,BANK_TRANSFER,PROCESSED,2025-06-24,2025-06-27,4233.6,4233.6,BRL,167.935.208-30,Rocha,Azevedo,PE,2026-05-25 01:16:38
FLOW-0000002984,POL-00000272,CLM-00000623,CLAIM_PAYMENT,CREDIT_CARD,FAILED,2025-07-10,2025-07-11,21714.94,0.0,BRL,806.134.597-84,Pinto,Ribeiro,CE,2026-05-25 01:16:38
FLOW-0000002985,POL-00000287,CLM-00000728,REINSURANCE,DEBIT,PENDING,2025-07-21,2025-07-21,5627.66,5627.66,BRL,104.385.769-93,Pereira Fernandes e Filhos,Fogaça Paulista,TO,2026-05-25 01:16:38
FLOW-0000002986,POL-00000266,CLM-00000270,CANCELLATION,DEBIT,CANCELLED,2025-03-30,2025-04-01,9176.82,9176.82,BRL,739.604.512-61,Cavalcanti,Borges,TO,2026-05-25 01:16:38
FLOW-0000002987,POL-00000388,CLM-00000500,REINSURANCE,CREDIT_CARD,FAILED,2025-06-24,2025-06-28,8143.19,0.0,BRL,387.126.459-82,Pinto,Carvalho,PR,2026-05-25 01:16:38
FLOW-0000002988,POL-00000322,CLM-00000639,CLAIM_PAYMENT,PIX,FAILED,2025-06-28,2025-06-30,5643.96,0.0,BRL,162.908.537-59,Guerra Lima Ltda.,da Rosa Paulista,SE,2026-05-25 01:16:38
FLOW-0000002989,POL-00000475,CLM-00000853,REINSURANCE,PIX,PENDING,2025-07-08,2025-07-13,22351.98,22351.98,BRL,548.703.912-79,Rocha,Machado,MS,2026-05-25 01:16:38
FLOW-0000002990,POL-00000102,CLM-00000535,CLAIM_PAYMENT,CREDIT_CARD,PENDING,2024-06-06,2024-06-09,14995.08,14995.08,BRL,269.371.850-30,da Rosa,Gonçalves de Alves,RN,2026-05-25 01:16:38
FLOW-0000002991,POL-00000430,CLM-00000373,PREMIUM_PAYMENT,BANK_SLIP,PENDING,2026-05-02,2026-05-06,5938.65,5938.65,BRL,354.762.809-10,Lopes Moura - ME,Castro,AP,2026-05-25 01:16:38
FLOW-0000002992,POL-00000233,CLM-00000111,COMMISSION,CREDIT_CARD,FAILED,2025-02-24,2025-02-27,7724.13,0.0,BRL,508.643.721-08,Montenegro Ltda.,Silva do Oeste,AC,2026-05-25 01:16:38
FLOW-0000002993,POL-00000188,CLM-00000635,CLAIM_PAYMENT,BANK_SLIP,PROCESSED,2025-03-25,2025-03-27,5097.31,5097.31,BRL,215.637.084-26,Melo,Barbosa de Pastor,AP,2026-05-25 01:16:38
FLOW-0000002994,POL-00000122,CLM-00000818,REINSURANCE,DEBIT,PENDING,2024-07-23,2024-07-26,11922.6,11922.6,BRL,428.653.197-09,Araújo Peixoto - ME,Brito do Norte,MS,2026-05-25 01:16:38
FLOW-0000002995,POL-00000492,CLM-00000636,PREMIUM_PAYMENT,CREDIT_CARD,PENDING,2024-12-18,2024-12-21,21296.41,21296.41,BRL,903.672.584-47,Melo S/A,Albuquerque de Almeida,MS,2026-05-25 01:16:38
FLOW-0000002996,POL-00000146,CLM-00000974,CANCELLATION,PIX,PENDING,2025-05-02,2025-05-03,17443.29,17443.29,BRL,789.134.526-00,Gomes,Marques,AL,2026-05-25 01:16:38
FLOW-0000002997,POL-00000197,CLM-00000631,CLAIM_PAYMENT,BANK_TRANSFER,CANCELLED,2024-07-09,2024-07-09,19419.53,19419.53,BRL,675.819.203-21,Camargo - ME,Abreu,PR,2026-05-25 01:16:38
FLOW-0000002998,POL-00000288,CLM-00000062,REINSURANCE,BANK_TRANSFER,CANCELLED,2026-05-16,2026-05-16,17417.17,17417.17,BRL,821.064.935-33,Abreu Ltda.,Rezende,MS,2026-05-25 01:16:38
FLOW-0000002999,POL-00000140,CLM-00000370,REFUND,BANK_SLIP,PENDING,2024-12-04,2024-12-09,20881.06,20881.06,BRL,986.127.405-76,Cunha,da Rocha,TO,2026-05-25 01:16:38
FLOW-0000003000,POL-00000206,CLM-00000167,REINSURANCE,BANK_SLIP,FAILED,2024-09-04,2024-09-05,21125.32,0.0,BRL,703.514.689-00,Cardoso Ltda.,da Mota,PR,2026-05-25 01:16:38
FLOW-0000003001,POL-00000030,CLM-00000979,REFUND,CREDIT_CARD,CANCELLED,2025-08-08,2025-08-10,13957.29,13957.29,BRL,479.685.031-75,Macedo - EI,Farias do Campo,AP,2026-05-25 01:16:38
FLOW-0000003002,POL-00000144,CLM-00000306,REFUND,BANK_SLIP,CANCELLED,2025-07-11,2025-07-15,12685.66,12685.66,BRL,738.014.692-04,da Paz Moraes S/A,Aragão,PB,2026-05-25 01:16:38
FLOW-0000003003,POL-00000380,CLM-00000915,COMMISSION,CREDIT_CARD,FAILED,2025-08-18,2025-08-19,12343.16,0.0,BRL,742.318.690-22,Pastor,da Cunha,PB,2026-05-25 01:16:38
FLOW-0000003004,POL-00000494,CLM-00000373,CANCELLATION,CREDIT_CARD,CANCELLED,2025-06-06,2025-06-10,15822.7,15822.7,BRL,258.760.941-02,Barbosa,Melo do Campo,AM,2026-05-25 01:16:38
FLOW-0000003005,POL-00000258,CLM-00000132,COMMISSION,CREDIT_CARD,PROCESSED,2024-09-21,2024-09-26,21047.33,21047.33,BRL,481.592.073-79,Guerra,Nogueira,BA,2026-05-25 01:16:38
FLOW-0000003006,POL-00000171,CLM-00000027,PREMIUM_PAYMENT,BANK_SLIP,CANCELLED,2025-08-15,2025-08-19,22766.64,22766.64,BRL,867.945.312-91,Santos Andrade - EI,Teixeira,GO,2026-05-25 01:16:38
FLOW-0000003007,POL-00000411,CLM-00000315,PREMIUM_PAYMENT,CREDIT_CARD,PROCESSED,2024-09-28,2024-09-28,22068.13,22068.13,BRL,813.506.472-17,Araújo - ME,Gomes,ES,2026-05-25 01:16:38
FLOW-0000003008,POL-00000038,CLM-00000982,CANCELLATION,BANK_SLIP,PROCESSED,2024-11-02,2024-11-07,5777.86,5777.86,BRL,140.823.657-53,Araújo Guerra Ltda.,da Cunha de Rios,PB,2026-05-25 01:16:38
FLOW-0000003009,POL-00000445,CLM-00000325,PREMIUM_PAYMENT,PIX,FAILED,2025-12-10,2025-12-11,16084.13,0.0,BRL,058.736.219-77,Mendonça Ltda.,Ribeiro,AC,2026-05-25 01:16:38
FLOW-0000003010,POL-00000018,CLM-00000535,COMMISSION,BANK_SLIP,CANCELLED,2024-11-06,2024-11-07,188.96,188.96,BRL,063.941.527-06,Pires,Pinto Alegre,RO,2026-05-25 01:16:38
FLOW-0000003011,POL-00000350,CLM-00000103,REINSURANCE,CREDIT_CARD,PROCESSED,2024-07-05,2024-07-10,15843.48,15843.48,BRL,638.501.429-06,Cunha,Cunha de Alves,GO,2026-05-25 01:16:38
FLOW-0000003012,POL-00000198,CLM-00000601,REINSURANCE,BANK_TRANSFER,CANCELLED,2025-06-14,2025-06-16,7144.86,7144.86,BRL,821.593.064-60,Vargas,Costa do Oeste,SE,2026-05-25 01:16:38
